LEMMA,TAG,SENTENCE,,
konungur,nkeo,Ólafur konungur sendi menn um haustið austur til Svíþjóðar á fund Önundar konungs mágs síns og lét segja honum orðsendingar Knúts konungs og tilkall það er hann hafði við Ólaf,konung,um Noreg og lét það fylgja að hann hygði ef Knútur legði Noreg undir sig að Önundur mundi litla hríð þaðan í frá í friði hafa Svíaveldi og kallar það ráð að þeir byndu saman ráð sín og risu í móti og segir að þá skorti eigi styrk til að halda deilu við Knút konung
konungur,nken,Lá Haraldur,konungur,þar litla hríð áður hann sigldi til Orkneyja og hafði þaðan með sér lið mikið og jarlana Pál og Erlend
konungur,nkfþ,Þá héldu þeir safnaðinum á Jótlandi og ætluðu að verja það land fyrir,konungum,en skipaherinn drógu þeir allan saman í Limafirði og biðu svo Knúts konungs
konungur,nkfn,Var það nú fyrir skömmu er til hans komu tveir,konungar,norðan af Skotlandi af Fífi og gaf hann þeim upp reiði sína og lönd þau öll er þeir höfðu áður átt og þar með stórar vingjafir
konungur,nken,En ef verk þetta,konungur,þykir yður í móti skapi og mikils vert þá vænti eg að eg þiggi mikið af yður fyrir þjónustu mína
konungur,nken,En er Ingi,konungur,og hans vinir spyrja dráp Benteins og þeir Kolbeinssynir
konungur,nken,Sá Guðröður engan annan sinn kost en gefast upp í vald Haralds konungs og sendi,konungur,hann austur á Agðir
konungur,nkeo,Hyggur þú að þeir muni þér hlífa ef þeim rís við þar sem þeir drápu Sigurð,konung,slefu son Eiríks konungs
konungur,nken,En er,konungur,kom í Þrándheim í dal þann er Veradalur heitir og hann vissi umsátir Þrænda um sig þá spurði konungur Þormóð í gamni og mælti svo
konungur,nken,Þá mælti,konungur,til Kálfs
konungur,nken,« Það vildi eg,konungur,að þú leyfðir mér að fara til Grænlands í sumar með Skúfi
konungur,nken,Þá er á leið haustið sótti Ólafur,konungur,norður í Þrándheim og hélt liði sínu til Niðaróss
konungur,nken,Þórir hjörtur flýði inn til lands og hljópu þar af skipum en Ólafur,konungur,fylgdi þeim
konungur,nkeþ,En er tíðindi þessi komu til Íslands og það hverja virðing Ari fékk af,konungi,og jarli þá kvað Þorvarður vísu
konungur,nken,Ólafur,konungur,var þá fjögurra vetra eða fimm
konungur,nken,En bændur kjósa hinn kost heldur að búa konungi veislur þá stund alla er hann þurfti til þess og tók,konungur,þann kost að hann fór um land að veislum með sumt lið sitt en sumt gætti skipa hans
konungur,nkeo,» Þorsteinn stóð þá upp og féll fram fyrir,konung,og sagðist af hafa brugðið hans boði
konungur,nkeþ,Nú má Gull-Haraldur þá litla stund afla ríkis í Noregi af Haraldi,konungi,gráfeld
konungur,nken,» Og er,konungur,tók þessu máli svo þvert þá sá Arinbjörn að ekki mundi tjá að leita þeirra mála við hann
konungur,nken,Þá lét,konungur,binda sár manna sinna og þakkaði mönnum framgöngu sína og veitti gjafir og lagði þar mest lof til er honum þótti maklegt og hét þeim að auka virðing þeirra
konungur,nken,Fór þá Egill,konungur,til Svíþjóðar en er Tunni spyr það fór hann í móti honum með sitt lið
konungur,nken-s,»,Konungur,gengur nú í brott og menn hans en Þorsteinn dvelst enn eftir á skipinu og mælti við Odd
konungur,nken,Ólafur,konungur,tók í gísling son hans er hét Hundi eða Hvelpur
konungur,nken,þá gekk hann glatt að öllum skildaga og dró um það engan hlut sem,konungur,veitti hin fyrstu ákvæði en það grunaði konung að jarl mundi gera eftir hann blása til fjölmennrar stefnu
konungur,nken,,Konungur,lét þá það gera er hann hét að hellt var silfrinu í höfuð honum og loddi þar nú í góður fengur fjár
konungur,nken,« Þess vænti eg,konungur,hvort sem friður er betri eða verri að eg sé nær yður staddur meðan eg á þess kost hvað sem vér spyrjum til hvar Sighvatur fer með gullinhjaltann
konungur,nken,Þeir sendu sveininn þegar til herbergis þess er Hrærekur,konungur,hafði verið
konungur,nken,en Haraldur,konungur,var þaðan kominn að langfeðgatali og höfðu þeir allir langfeðgar ráðið fyrir Vermalandi og tekið skatta af en setta menn yfir til landsgæslu
konungur,nken,Þá er Ólafur,konungur,gekk fram úr skjaldborginni og í öndurða fylking og bændur sáu í andlit honum þá hræddust þeir og féllust þeim hendur
konungur,nken,En er Óttar kom til Noregs lét Ólafur,konungur,taka hann og setja í myrkvastofu
konungur,nken,Krafði þá,konungur,vistagjalds meðan sú bíðandi skyldi vera
konungur,nken,rennir þá hugnum þangað er var Ólafur,konungur,og vænti hans hamingju að honum mundi duga
konungur,nken,Engi voru skírsli ger Eysteini til faðernis nema því var trúað er Haraldur,konungur,hafði til sagt
konungur,nken,Síðan lét,konungur,rannsaka eftir þeim mönnum um þær byggðir er þar voru í námunda og boða þeim öllum til sín
konungur,nken,Konungsdóttir segir og kvaðst það hyggja að þess mundi ekki leita þurfa að,konungur,mundi sætt gera við Ólaf digra
konungur,nkfþ,Þeir steyptu fimm,konungum,í eina keldu á Múlaþingi er áður höfðu upp fyllst ofmetnaðar sem þú við oss
konungur,nkeo,En er bændur spurðu,konung,þess fyrir hví hann hefði meira lið en lög voru til eða fyrri konungar höfðu haft þá er Konungur svarar svo
konungur,nken,» En er,konungur,talaði linlega til bónda þá mýktust hugir þeirra og fór síðan allt talið líklega og sáttgjarnlega og var það ráðið að lyktum að vera skyldi miðsumarsblót inni á Mærini og skyldu þar til koma allir höfðingjar og ríkir bændur svo sem siður var til
konungur,nkeþ,En þeir er við kristni tóku fengu,konungi,sonu sína í hendur í gíslingar til trúnaðar
konungur,nken,Hafði Konofogor,konungur,lið miklu meira og fékk sigur en Einar jarl flýði einskipa og kom svo um haustið aftur til Orkneyja að hann hafði látið flest allt lið og herfang allt það er þeir höfðu fengið
konungur,nken,Guttormur var hertogi fyrir liði Haralds konungs þá er hann vann land undir sig og var hann í öllum orustum þeim er,konungur,átti þá er hann gekk til lands í Noregi
konungur,nken,Segir Hákon svo til allra þeirra vitnis að svo var skilt að,konungur,skyldi svo Ragnhildi heiman gera að henni líkaði
konungur,nkeþ,sagði,konungi,að hann er þá búinn ferðar sinnar
konungur,nken,Ólafur,konungur,varð við þetta glaður og fór þegar með kennimenn til fundar við Bárð
konungur,nkeþ,Þann dag bauð Haraldur konungur Magnúsi,konungi,til borðs síns og gekk hann um daginn með sex tigu manna til landtjalda Haralds konungs þar sem hann hafði veislu búið
konungur,nkeo,« Til þess mun eg ráða að láta Ólaf,konung,einn ráða skildögum milli okkar
konungur,nken,» segir,konungur,en kvað þeim þó nú það eina sóma að halda sætt þá er hann hafði gert þeirra á meðal
konungur,nkeþ,Þá gekk Haki konungur inn í skjaldborg að Hugleiki,konungi,og drap hann þar og sonu hans tvo
konungur,nkeo,að þú skulir sjá,konung,vorn og skulum vér færa þig til heljar
konungur,nkeþ,Hún kvað sér slíkra svara von af,konungi,
kostur,nken,Hér er gott mannval saman komið þess er,kostur,er á landi voru
kostur,nkeo,,Kost,áttu að láta drepa mig ef þú vilt en eigi skal eg af þessu hljóta bana
kostur,nken,Sá er annar,kostur,að ráða til árinnar og mun það þykja þó enn með nokkurri hættu
kostur,nkeo,Hún svarar að eigi er henni svo mikil manngirnd í hug að henni þætti eigi jafngott að sitja heima « því að eg á,kost,góðrar forsjá þar sem Þórður er frændi minn
kostur,nkeo,þá vil eg heldur það til leggja við yður að veita yður allan styrk þann er eg á,kost,í Englandi ef þér viljið fara með Danaher til Englands að vinna land svo sem Knútur móðurbróðir yðvar
kostur,nkeo,« Þess skuluð þér,kost,eiga því að það eitt mun sjálfdæmið er eigi mun undir hvort er eða sektirnar
kostur,nkeog,« Ger þú,kostinn,því að eg mun skaplyndi hennar eigi láta fyrir kaupi standa
kostur,nkeþ,« Þú skalt fara til Helgafells og drepa Snorra goða en eftir það skaltu sannlega fá frelsi þitt og þar með góða,kosti,er eg skal veita þér
kostur,nken,Hinn er annar,kostur,að nú skulum vér þreyta hólmgöngur vorar og þó með því móti að nú munu hvorir njóta síns brautargengis og muntu þá vita hvað þú vinnur á þóttú sért bæði stór og sterkur
kostur,nkeo,Þá bauð Þorfinnur honum þann,kost,að Brúsi skyldi hafa þriðjung landa en Þorfinnur tvo hluti og hafa einn landvörn fyrir beggja þeirra hönd
kostur,nken,Þá leituðu menn um sættir en engi var,kostur,annar en Bersi gerði einn um og varð svo sætt þeirra að Bersi gerði litla fjársekt en gerði Odd í brott af bústað sínum og úr héraði
kostur,nkfn,frændur Melkólfs Skotakonungs « og eru,kostir,tveir af oss gervir
kostur,nken,Hár hennar var svo mikið að það mátti hylja hana alla og svo fagurt sem gull barið og engi,kostur,þótti þá þvílíkur sem Helga hin fagra í öllum Borgarfirði og víðara annars staðar
kostur,nkeo,« þann eiga á baugi að láta þann verða fund okkarn jarls er um skipti með oss en þann,kost,annan að fara lengra á brott og þannug er ekki sé hans vald yfir
kostur,nkfþ,» Ólafur tók við henni báðum höndum og setti kerlingu á kné sér og sagði að fóstra hennar sat í góðum,kostum,á Íslandi
kostur,nkeo,En ef þér viljið heldur þann,kost,að hafa land vort til yfirferðar þá skal það heimilt og viljið þér fara landveg í ríki yðart í Noreg
kostur,nkeo,» Helgi kveðst mundu gera honum,kost,á því að kaupa við svo mikinn sem hann þyrfti « og tak við oss öllum til veturvistar
kveld,nhen,Hið fyrsta,kveld,veislunnar er menn gengu til vatns stóð þar maður mikill hjá vatninu
kveld,nhen,Eitt,kveld,var það sagt að Björn sat hjá Oddnýju og söðlar því á ofan að hann kvað vísu þessa til Þórðar
kveld,nhen,Það var eitt,kveld,er þau sátu í einu lofti þar sem í voru gripir hennar
kveld,nhen,Hvert,kveld,er hálfrökkvað var heyrði hann hóað upp í dalnum og þá hljóp féð allt til hins sama bóls hvert kveld
kveld,nheþ,Skal Dagur fara og hans lið hið nyrðra ofan eftir dalnum en eg mun fara út þjóðveginn og hittumst að,kveldi,
kveld,nheþ,svo út til þess er þeir komu í Orkadal en að,kveldi,komu þeir til konungsbús þess er Þorgeir réð fyrir
kveld,nheþ,þar að,kveldi,dags
land,nheþ,Barði ríður til þings eftir er hann hafði einn vetur verið hér á,landi,
land,nheo,Þá bera þeir ráð saman og tóku það til að Ólafur konungur með liði sínu sumu gekk á,land,upp og allt á markir til vatns þess er Áin helga fellur úr
land,nheþ,Létu ganga um kveldið og um nóttina suður með,landi,þar til er þeir komu til skips Narfa
land,nhen,,land,hinn næsta vetur eftir andlát Haralds konungs en Ólafur austur um víkina en Sigröður bróðir þeirra hafði allt um Þrændalög
land,nheo,þeir höfðu farið vestur um haf eftir Eysteini og fylgdu honum í,land,og héldu þegar norður til Þrándheims um gagndaga svo að hann skyldi hafa þriðjung Noregs við bræður sína
land,nheþ,Fór hún þá land af,landi,með Birni og víkingum og útlögum konungs og í þeirri útlegð gátu þau mey þessa
land,nheþg,Síðan tóku þeir Þorkell og Sigmundur að óhægja Ástríði byggðina og var skipt,landinu,í helminga og hlutu þau Glúmur og Ástríður þann hluta landsins er ekki var húsaður og gerðu þau bú á Borgarhóli
land,nheo,Skal eg fara í Noreg og eyða það,land,oddi og eggju og brenna allt og gjalda þeim svo ótrúleik sinn
land,nheþg,Þá kom Mýrjartak konungur til liðs við hann og unnu þeir mikið af,landinu,
land,nheþ,fara síðan að leita þeirra Þorgils og spurðu að hann var vestan kominn og hann hafði siglt norður með,landi,
land,nhfog,Hann fór til Þverár og falaði að Guðmundi,löndin,og erfðina og keypti síðan litlu betur en hálfvirði og skyldi sjálfur ábyrgjast hvort lög bæru
land,nheo,Hann fór úr Þrándheimi til Íslands og nam,land,milli Kaldaklofsár og Lambafellsár
land,nheo,Nú var eigi það Steinar að þú gerðir það óvitandi að beita,land,Þorsteins og lagðir undir þig eign hans og ætlaðir að hann mundi vera svo mikill ættleri að hann mundi vera vilja ræningi þinn
land,nheo,Gissur hafði ríki sitt fyrir sunnan,land,og skyldi hvor þeirra veita öðrum
land,nheo,Síðan fór hann suður í,land,og ætlaði austur til Túnbergs að finna Þorstein drómund bróður sinn
land,nheo,Þá hét hann á hinn helga Ólaf konung og þá sá hann að ormurinn lagðist í hring sem hann sæi ekki og fór síðan til eyjarinnar en Íslendingurinn komst á,land,og fann nú öngvan mann
land,nheþ,Víga-Haukur og Hallbera kona hans fóru brott af,landi,
land,nheog,« Ekki skal þig í skaða þó að Bolli kaupi eigi,landið,því að eg mun kaupa þvílíku verði og ekki mun þér duga mjög í móti að mæla því sem eg vil vera láta því að það mun á finnast að eg vil hér mestu ráða í héraði og gera þó meir eftir annarra manna skaplyndi en Laugamanna
land,nhfo,Bjarnarsonar hins austræna er nam,lönd,í Breiðafirði
land,nheþ,Snorri hafði virðing af málum þessum og í þessum málum gekk virðing hans við mest hér á,landi,
land,nheþ,Spurðu þeir þess fyrst hvar þeir voru að,landi,komnir
land,nheo,Rannveigu þótti þá vel um ráðið og lét þegar reka féið í,land,Þorgerðar
land,nheog,Hann kveðst aftur mundu leita til vina sinna ef hann fyndi,landið,
land,nheþ,Og þegar þeir urðu þess varir fóru þeir út með,landi,til Svarfaðardals og lentu við ósinn og drógu upp skip sitt og fóru þaðan til Sökku og fóru þaðan með þeim Klængur og Brandur Arnþrúðarsynir
land,nheo,Það var eitt sinn að húskarlar frá Hvoli höfðu farið í eyjar út og er þeir komu utan að fjöru sjávar þá festu þeir skip sitt við Salthólm og báru upp föt sín á,land,og fóru heim of kveldið
land,nheo,En er Þorsteinn vissi það að lönd öll voru numin áður fór hann á fund Steinbjarnar og kaupir hann að honum,land,og reisir bæ á Tóftavelli og bjó þar nokkura vetur og varð honum gott til fjár og metnaðar
land,nheþg,» Börkur hugsar þetta mál og hugðist svo að Snorri mundi eigi lausafé hafa að gefa við,landinu,ef skjótt skyldi gjalda og lagði hálft landið fyrir sex tigu silfurs og tók þó af áður eyjarnar því að hann hugðist litlu verði þær mundu fá en Snorri fengi aðra staðfestu
land,nheþ,þá lét hann hvern gera annaðhvort að gerast hans þjónustumenn eða fara af,landi,á brott
land,nheþg,En sú var orðsending konungs að hann beiddi þess Íslendinga að þeir skyldu taka við þeim lögum sem hann hafði sett í Noregi en veita honum af,landinu,þegngildi og nefgildi
land,nheo,hann nam sér,land,til eignar fyrir ætlan hans
land,nheo,Fær þá Eiríkur Gunnhildar og hefir hana með sér suður í,land,
land,nheþ,Sokki víkingur og bróðir hans er Sóti heitir liggja nú einskipa héðan skammt í brott og sofa þeir á,landi,um nætur í einu lofti
land,nheo,Hængur var hinn fyrsta vetur fyrir utan Rangá en um vorið nam hann,land,milli Þjórsár og Markarfljóts allt í milli fjalls og fjöru og bjó að Hofi við Rangá hina eystri
land,nheo,Þórður nam,land,upp frá Stíflu til Tunguár og bjó á Knappsstöðum
land,nheþ,En er Haraldur konungur hinn hárfagri ruddi ríki fyrir sér þá stökk enn fyrir honum fjöldi manns úr,landi,
land,nheo,Eiríkur nam,land,frá Gilá um Goðdali alla og ofan til Norðurár
land,nheþ,hvort hann skyldi sættast við konung eða fara af,landi,brott og leita sér annarra forlaga en fréttin vísaði Þórólfi til Íslands
